Estudi,Curs acadèmic,Alumne,Sexe,Assignatura,Codi assignatura,Nota_assignatura
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,4CCEB529FF673B0E6F53C1E2691112A1,Dona,Fonaments Matemàtics I,106550,7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,4CCEB529FF673B0E6F53C1E2691112A1,Dona,Fonaments Matemàtics II,106551,5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,4CCEB529FF673B0E6F53C1E2691112A1,Dona,Introducció a la IA,106558,7.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,4CCEB529FF673B0E6F53C1E2691112A1,Dona,Lògica Computacional,106569,10
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,4CCEB529FF673B0E6F53C1E2691112A1,Dona,Probabilitat i Estadística,106552,8.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,4CCEB529FF673B0E6F53C1E2691112A1,Dona,Processos Cognitius,106577,6.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,0A0C7921D659B061726D5E4A67D390B0,Home,Anàlisi de Grafs i Xarxes,106567,7.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,0A0C7921D659B061726D5E4A67D390B0,Home,Ètica,106559,9.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,0A0C7921D659B061726D5E4A67D390B0,Home,Fonaments d'Aprenentatge Automàtic,106572,7.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,0A0C7921D659B061726D5E4A67D390B0,Home,Fonaments de la Visió per Computador,106581,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,0A0C7921D659B061726D5E4A67D390B0,Home,Fonaments del Llenguatge Natural,106584,7.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,0A0C7921D659B061726D5E4A67D390B0,Home,Ment i Cervell I,106578,7.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,0A0C7921D659B061726D5E4A67D390B0,Home,Projecte de Síntesi I,106593,8.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,0A0C7921D659B061726D5E4A67D390B0,Home,Representació del Coneixement,106564,7.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,0A0C7921D659B061726D5E4A67D390B0,Home,Resolució de Problemes,106570,7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,0A0C7921D659B061726D5E4A67D390B0,Home,Xarxes Neuronals i Aprenentatge Profund,106573,8.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1863653908172C88D8FBBA8EC7877E8F,Home,Anàlisi de Grafs i Xarxes,106567,5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1863653908172C88D8FBBA8EC7877E8F,Home,Ètica,106559,8.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1863653908172C88D8FBBA8EC7877E8F,Home,Fonaments d'Aprenentatge Automàtic,106572,8.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1863653908172C88D8FBBA8EC7877E8F,Home,Fonaments de la Visió per Computador,106581,7.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1863653908172C88D8FBBA8EC7877E8F,Home,Fonaments del Llenguatge Natural,106584,9.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1863653908172C88D8FBBA8EC7877E8F,Home,Ment i Cervell I,106578,7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1863653908172C88D8FBBA8EC7877E8F,Home,Projecte de Síntesi I,106593,8.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1863653908172C88D8FBBA8EC7877E8F,Home,Representació del Coneixement,106564,8.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1863653908172C88D8FBBA8EC7877E8F,Home,Resolució de Problemes,106570,6.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1863653908172C88D8FBBA8EC7877E8F,Home,Xarxes Neuronals i Aprenentatge Profund,106573,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,3E8299C52527CF76FABF0EE79EB4CCFC,Home,Enginyeria de Dades,106565,9.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,3E8299C52527CF76FABF0EE79EB4CCFC,Home,Fonaments de Computació,106555,6.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,3E8299C52527CF76FABF0EE79EB4CCFC,Home,Fonaments de Programació I,106553,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,3E8299C52527CF76FABF0EE79EB4CCFC,Home,Fonaments de Programació II,106554,8.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,3E8299C52527CF76FABF0EE79EB4CCFC,Home,Fonaments Matemàtics I,106550,9.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,3E8299C52527CF76FABF0EE79EB4CCFC,Home,Fonaments Matemàtics II,106551,8.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,3E8299C52527CF76FABF0EE79EB4CCFC,Home,Introducció a la IA,106558,8.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,3E8299C52527CF76FABF0EE79EB4CCFC,Home,Lògica Computacional,106569,8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,3E8299C52527CF76FABF0EE79EB4CCFC,Home,Probabilitat i Estadística,106552,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,3E8299C52527CF76FABF0EE79EB4CCFC,Home,Processos Cognitius,106577,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,5F49E7AB1FA92A855121F3B004C716F6,Home,Fonaments de Computació,106555,3.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,5F49E7AB1FA92A855121F3B004C716F6,Home,Fonaments de Programació I,106553,4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,5F49E7AB1FA92A855121F3B004C716F6,Home,Fonaments de Programació II,106554,4.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,5F49E7AB1FA92A855121F3B004C716F6,Home,Fonaments Matemàtics I,106550,5.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,5F49E7AB1FA92A855121F3B004C716F6,Home,Fonaments Matemàtics II,106551,5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,5F49E7AB1FA92A855121F3B004C716F6,Home,Processos Cognitius,106577,4.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,5F49E7AB1FA92A855121F3B004C716F6,Home,Resolució de Problemes,106570,1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1E50D8E8516F71A23105AEFB4EBF0BDA,Home,Anàlisi de Grafs i Xarxes,106567,7.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1E50D8E8516F71A23105AEFB4EBF0BDA,Home,Ètica,106559,9.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1E50D8E8516F71A23105AEFB4EBF0BDA,Home,Fonaments d'Aprenentatge Automàtic,106572,7.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1E50D8E8516F71A23105AEFB4EBF0BDA,Home,Fonaments de la Visió per Computador,106581,8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1E50D8E8516F71A23105AEFB4EBF0BDA,Home,Fonaments del Llenguatge Natural,106584,8.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1E50D8E8516F71A23105AEFB4EBF0BDA,Home,Ment i Cervell I,106578,7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1E50D8E8516F71A23105AEFB4EBF0BDA,Home,Projecte de Síntesi I,106593,8.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1E50D8E8516F71A23105AEFB4EBF0BDA,Home,Representació del Coneixement,106564,8.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1E50D8E8516F71A23105AEFB4EBF0BDA,Home,Resolució de Problemes,106570,6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,1E50D8E8516F71A23105AEFB4EBF0BDA,Home,Xarxes Neuronals i Aprenentatge Profund,106573,7.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,41F86592AE47ACC771552028C2C60854,Home,Anàlisi de Grafs i Xarxes,106567,7.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,41F86592AE47ACC771552028C2C60854,Home,Ètica,106559,9.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,41F86592AE47ACC771552028C2C60854,Home,Fonaments d'Aprenentatge Automàtic,106572,8.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,41F86592AE47ACC771552028C2C60854,Home,Fonaments de la Visió per Computador,106581,8.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,41F86592AE47ACC771552028C2C60854,Home,Fonaments del Llenguatge Natural,106584,8.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,41F86592AE47ACC771552028C2C60854,Home,Ment i Cervell I,106578,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,41F86592AE47ACC771552028C2C60854,Home,Projecte de Síntesi I,106593,8.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,41F86592AE47ACC771552028C2C60854,Home,Representació del Coneixement,106564,8.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,41F86592AE47ACC771552028C2C60854,Home,Resolució de Problemes,106570,8.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,41F86592AE47ACC771552028C2C60854,Home,Xarxes Neuronals i Aprenentatge Profund,106573,9.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,A3A7D87AF66491EA6447D22BE7C09F17,Home,Enginyeria de Dades,106565,8.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,A3A7D87AF66491EA6447D22BE7C09F17,Home,Fonaments de Computació,106555,8.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,A3A7D87AF66491EA6447D22BE7C09F17,Home,Fonaments de Programació I,106553,6.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,A3A7D87AF66491EA6447D22BE7C09F17,Home,Fonaments de Programació II,106554,6.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,A3A7D87AF66491EA6447D22BE7C09F17,Home,Fonaments Matemàtics I,106550,6.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,A3A7D87AF66491EA6447D22BE7C09F17,Home,Fonaments Matemàtics II,106551,6.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,A3A7D87AF66491EA6447D22BE7C09F17,Home,Introducció a la IA,106558,7.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,A3A7D87AF66491EA6447D22BE7C09F17,Home,Lògica Computacional,106569,5.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,A3A7D87AF66491EA6447D22BE7C09F17,Home,Probabilitat i Estadística,106552,8.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,A3A7D87AF66491EA6447D22BE7C09F17,Home,Processos Cognitius,106577,6.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,95B35A7F2E630CF6B85A30785A279D75,Home,Anàlisi de Grafs i Xarxes,106567,7.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,95B35A7F2E630CF6B85A30785A279D75,Home,Ètica,106559,9.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,95B35A7F2E630CF6B85A30785A279D75,Home,Fonaments d'Aprenentatge Automàtic,106572,7.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,95B35A7F2E630CF6B85A30785A279D75,Home,Fonaments de la Visió per Computador,106581,8.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,95B35A7F2E630CF6B85A30785A279D75,Home,Fonaments del Llenguatge Natural,106584,8.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,95B35A7F2E630CF6B85A30785A279D75,Home,Ment i Cervell I,106578,8.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,95B35A7F2E630CF6B85A30785A279D75,Home,Projecte de Síntesi I,106593,8.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,95B35A7F2E630CF6B85A30785A279D75,Home,Representació del Coneixement,106564,8.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,95B35A7F2E630CF6B85A30785A279D75,Home,Resolució de Problemes,106570,6.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,95B35A7F2E630CF6B85A30785A279D75,Home,Xarxes Neuronals i Aprenentatge Profund,106573,8.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,205BADCA28301DCEBCA1F8ADEFCAD1F2,Dona,Anàlisi de Grafs i Xarxes,106567,7.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,205BADCA28301DCEBCA1F8ADEFCAD1F2,Dona,Ètica,106559,9.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,205BADCA28301DCEBCA1F8ADEFCAD1F2,Dona,Fonaments d'Aprenentatge Automàtic,106572,6.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,205BADCA28301DCEBCA1F8ADEFCAD1F2,Dona,Fonaments de la Visió per Computador,106581,5.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,205BADCA28301DCEBCA1F8ADEFCAD1F2,Dona,Fonaments del Llenguatge Natural,106584,6.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,205BADCA28301DCEBCA1F8ADEFCAD1F2,Dona,Ment i Cervell I,106578,6.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,205BADCA28301DCEBCA1F8ADEFCAD1F2,Dona,Projecte de Síntesi I,106593,8.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,205BADCA28301DCEBCA1F8ADEFCAD1F2,Dona,Representació del Coneixement,106564,8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,205BADCA28301DCEBCA1F8ADEFCAD1F2,Dona,Resolució de Problemes,106570,5.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,205BADCA28301DCEBCA1F8ADEFCAD1F2,Dona,Xarxes Neuronals i Aprenentatge Profund,106573,8.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,73973422DF6383BE39BA5D98894269A3,Dona,Enginyeria de Dades,106565,8.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,73973422DF6383BE39BA5D98894269A3,Dona,Fonaments de Computació,106555,8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,73973422DF6383BE39BA5D98894269A3,Dona,Fonaments de Programació I,106553,7.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,73973422DF6383BE39BA5D98894269A3,Dona,Fonaments de Programació II,106554,7.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,73973422DF6383BE39BA5D98894269A3,Dona,Fonaments Matemàtics I,106550,5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,73973422DF6383BE39BA5D98894269A3,Dona,Fonaments Matemàtics II,106551,5.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,73973422DF6383BE39BA5D98894269A3,Dona,Introducció a la IA,106558,6.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,73973422DF6383BE39BA5D98894269A3,Dona,Lògica Computacional,106569,5.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,73973422DF6383BE39BA5D98894269A3,Dona,Probabilitat i Estadística,106552,7.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,73973422DF6383BE39BA5D98894269A3,Dona,Processos Cognitius,106577,7.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6C4A309742706F0C96A5AB4FC62EDE2B,Home,Enginyeria de Dades,106565,8.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6C4A309742706F0C96A5AB4FC62EDE2B,Home,Fonaments de Computació,106555,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6C4A309742706F0C96A5AB4FC62EDE2B,Home,Fonaments de Programació I,106553,9.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6C4A309742706F0C96A5AB4FC62EDE2B,Home,Fonaments de Programació II,106554,9.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6C4A309742706F0C96A5AB4FC62EDE2B,Home,Fonaments Matemàtics I,106550,8.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6C4A309742706F0C96A5AB4FC62EDE2B,Home,Fonaments Matemàtics II,106551,9.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6C4A309742706F0C96A5AB4FC62EDE2B,Home,Introducció a la IA,106558,6.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6C4A309742706F0C96A5AB4FC62EDE2B,Home,Lògica Computacional,106569,7.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6C4A309742706F0C96A5AB4FC62EDE2B,Home,Probabilitat i Estadística,106552,9.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6C4A309742706F0C96A5AB4FC62EDE2B,Home,Processos Cognitius,106577,7.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,D59BE3BB568FE070DB0A7A3315368308,Home,Anàlisi de Grafs i Xarxes,106567,7.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,D59BE3BB568FE070DB0A7A3315368308,Home,Ètica,106559,9.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,D59BE3BB568FE070DB0A7A3315368308,Home,Fonaments d'Aprenentatge Automàtic,106572,8.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,D59BE3BB568FE070DB0A7A3315368308,Home,Fonaments de la Visió per Computador,106581,9.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,D59BE3BB568FE070DB0A7A3315368308,Home,Fonaments del Llenguatge Natural,106584,8.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,D59BE3BB568FE070DB0A7A3315368308,Home,Ment i Cervell I,106578,7.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,D59BE3BB568FE070DB0A7A3315368308,Home,Projecte de Síntesi I,106593,9.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,D59BE3BB568FE070DB0A7A3315368308,Home,Representació del Coneixement,106564,9.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,D59BE3BB568FE070DB0A7A3315368308,Home,Resolució de Problemes,106570,6.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,D59BE3BB568FE070DB0A7A3315368308,Home,Xarxes Neuronals i Aprenentatge Profund,106573,8.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,50019AEDDB2D9FBD58FA76FDD614F504,Home,Anàlisi de Grafs i Xarxes,106567,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,50019AEDDB2D9FBD58FA76FDD614F504,Home,Ètica,106559,9.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,50019AEDDB2D9FBD58FA76FDD614F504,Home,Fonaments d'Aprenentatge Automàtic,106572,8.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,50019AEDDB2D9FBD58FA76FDD614F504,Home,Fonaments de la Visió per Computador,106581,10
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,50019AEDDB2D9FBD58FA76FDD614F504,Home,Fonaments del Llenguatge Natural,106584,8.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,50019AEDDB2D9FBD58FA76FDD614F504,Home,Ment i Cervell I,106578,9.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,50019AEDDB2D9FBD58FA76FDD614F504,Home,Projecte de Síntesi I,106593,9.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,50019AEDDB2D9FBD58FA76FDD614F504,Home,Representació del Coneixement,106564,9.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,50019AEDDB2D9FBD58FA76FDD614F504,Home,Resolució de Problemes,106570,7.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,50019AEDDB2D9FBD58FA76FDD614F504,Home,Xarxes Neuronals i Aprenentatge Profund,106573,9.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6DC8A9202F3E54C5DF876B927E0088BB,Home,Anàlisi de Grafs i Xarxes,106567,7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6DC8A9202F3E54C5DF876B927E0088BB,Home,Ètica,106559,9.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6DC8A9202F3E54C5DF876B927E0088BB,Home,Fonaments d'Aprenentatge Automàtic,106572,8.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6DC8A9202F3E54C5DF876B927E0088BB,Home,Fonaments de la Visió per Computador,106581,8.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6DC8A9202F3E54C5DF876B927E0088BB,Home,Fonaments del Llenguatge Natural,106584,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6DC8A9202F3E54C5DF876B927E0088BB,Home,Ment i Cervell I,106578,8.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6DC8A9202F3E54C5DF876B927E0088BB,Home,Projecte de Síntesi I,106593,9.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6DC8A9202F3E54C5DF876B927E0088BB,Home,Representació del Coneixement,106564,8.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6DC8A9202F3E54C5DF876B927E0088BB,Home,Resolució de Problemes,106570,6.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,6DC8A9202F3E54C5DF876B927E0088BB,Home,Xarxes Neuronals i Aprenentatge Profund,106573,7.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,13AC7058A79768C5E966C463ADF947E3,Dona,Anàlisi de Grafs i Xarxes,106567,7.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,13AC7058A79768C5E966C463ADF947E3,Dona,Ètica,106559,9.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,13AC7058A79768C5E966C463ADF947E3,Dona,Fonaments d'Aprenentatge Automàtic,106572,6.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,13AC7058A79768C5E966C463ADF947E3,Dona,Fonaments de la Visió per Computador,106581,7.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,13AC7058A79768C5E966C463ADF947E3,Dona,Fonaments del Llenguatge Natural,106584,7.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,13AC7058A79768C5E966C463ADF947E3,Dona,Ment i Cervell I,106578,7.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,13AC7058A79768C5E966C463ADF947E3,Dona,Projecte de Síntesi I,106593,8.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,13AC7058A79768C5E966C463ADF947E3,Dona,Representació del Coneixement,106564,7.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,13AC7058A79768C5E966C463ADF947E3,Dona,Resolució de Problemes,106570,6.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,13AC7058A79768C5E966C463ADF947E3,Dona,Xarxes Neuronals i Aprenentatge Profund,106573,9.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,70C037EE1D2DC9C7B8CDD18E63C040BD,Home,Anàlisi de Grafs i Xarxes,106567,8.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,70C037EE1D2DC9C7B8CDD18E63C040BD,Home,Ètica,106559,10
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,70C037EE1D2DC9C7B8CDD18E63C040BD,Home,Fonaments d'Aprenentatge Automàtic,106572,8.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,70C037EE1D2DC9C7B8CDD18E63C040BD,Home,Fonaments de la Visió per Computador,106581,8.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,70C037EE1D2DC9C7B8CDD18E63C040BD,Home,Fonaments del Llenguatge Natural,106584,8.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,70C037EE1D2DC9C7B8CDD18E63C040BD,Home,Ment i Cervell I,106578,7.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,70C037EE1D2DC9C7B8CDD18E63C040BD,Home,Projecte de Síntesi I,106593,9.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,70C037EE1D2DC9C7B8CDD18E63C040BD,Home,Representació del Coneixement,106564,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,70C037EE1D2DC9C7B8CDD18E63C040BD,Home,Resolució de Problemes,106570,6.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,70C037EE1D2DC9C7B8CDD18E63C040BD,Home,Xarxes Neuronals i Aprenentatge Profund,106573,9.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,9C8B7D6FAE122EB43C4BB2540AE79B42,Home,Anàlisi de Grafs i Xarxes,106567,8.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,9C8B7D6FAE122EB43C4BB2540AE79B42,Home,Ètica,106559,9.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,9C8B7D6FAE122EB43C4BB2540AE79B42,Home,Fonaments d'Aprenentatge Automàtic,106572,8.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,9C8B7D6FAE122EB43C4BB2540AE79B42,Home,Fonaments de la Visió per Computador,106581,8.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,9C8B7D6FAE122EB43C4BB2540AE79B42,Home,Fonaments del Llenguatge Natural,106584,8.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,9C8B7D6FAE122EB43C4BB2540AE79B42,Home,Ment i Cervell I,106578,7.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,9C8B7D6FAE122EB43C4BB2540AE79B42,Home,Projecte de Síntesi I,106593,8.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,9C8B7D6FAE122EB43C4BB2540AE79B42,Home,Representació del Coneixement,106564,8.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,9C8B7D6FAE122EB43C4BB2540AE79B42,Home,Resolució de Problemes,106570,6.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,9C8B7D6FAE122EB43C4BB2540AE79B42,Home,Xarxes Neuronals i Aprenentatge Profund,106573,8.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,B00599E75FAEA4201E19D6423F7A586F,Dona,Anàlisi de Grafs i Xarxes,106567,5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,B00599E75FAEA4201E19D6423F7A586F,Dona,Ètica,106559,8.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,B00599E75FAEA4201E19D6423F7A586F,Dona,Fonaments d'Aprenentatge Automàtic,106572,8.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,B00599E75FAEA4201E19D6423F7A586F,Dona,Fonaments de la Visió per Computador,106581,9.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2022/23,B00599E75FAEA4201E19D6423F7A586F,Dona,Fonaments del Llenguatge Natural,106584,8.5
