Estudi,Curs acadèmic,Id Anonim,Sexe,Nombre Abandonaments Universitat,Nombre Abandonaments Universitat Reals,Nombre Abandonaments Universitat Reals criteri 1 any,Nombre Abandonaments Universitat Reals 1r any criteri 1 any
Graduat en Enginyeria Informàtica,2020/21,D6D20525A1C171B4B2958E41952D1CBB,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,B741EE95826276FD6F731EE703F552BE,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,FF50B7B0913EFF4EC2EC04382BD130CE,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,5F899A6518E5A877B717F15B877805D4,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,1F489EE0FC1D314D7F8AA718BFAA4E88,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,0859B79BAF3673179B3C5D9ACA343366,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,FA43CDA9F0DF05AB39DCE1E21B811415,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,3EAD3444F81994B74CC16211E9B72A07,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,C4494BB14F08B7C0B23AC79A4F33EFBC,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,714945895954A76A210A1C8BFF339794,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,AC3ECE27DD0C1CACF55A3A567C1B507C,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,A550CC081FDABADBB062FB3CDA05AB45,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,621927C11EB9AD3583BADF6C69B13A5E,Dona,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,67E724F1819E3A68325A3FB7920FEC2C,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,FA334C23BCC734249A7EB2FC98053B4B,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,F4ABE11C95FC9C219FF601D89D14690F,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,50BE97CFD998E03E7378FFD742FFB12C,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,00F22C1366B371655D38AD1BEB88777C,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,04D5DA2CFDFEBC30DC44AD0C2321DA57,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,68F060A4A9F02FF4FF0703832088FEDB,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,4E9B6FF634F3E880B0901EFEC50C6B73,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,FC2CA8908D337458FC705CC3FDA52BCD,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,49C0C69F9BB5175F50DAB58C7377F077,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,1E78EDE3F57663A6DC79685DD57B4014,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,1A70E953F14F6FE63FAE5AB1EF2C6B91,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,FD27D71A99AAFCA579C143E6C155DEB9,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,2CE48C2B30093A9D1BEA695B01B82FDC,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,0196E572EB209D3D23D928BF6819BAFE,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,AA3B3F25F95EFD124F968102908FB264,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,C1970EA30F6233CA13FBD5186E1F1629,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,531AB886FD8F56C69F1C6C86DB99C900,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,05C9A92AA0F2D8BB1D6ED5AB95433BBA,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,6322C660C6912D00F9304574E6BE5E32,Dona,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,88270C6B16B5EA65FA4128A74FE56797,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,56E3FCFE0AD065B2D79E29276B9A2281,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,690BFA1F46D1CD447E93EF113F88030D,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,1BC9E758CC9A11C4FBBF223F14E5A4AB,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,F695315DD4CDEC78D1088E7053008B1A,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,D9ABDA5C25AD37630CF31CA12F7C98D6,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,B34DF06F5F7AF0A907B829679242B1F7,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,D3A50E479A436086528263BBC832A914,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,861624E7EDF25BA800F4997C253E3D42,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,60C276B52D2353EBF5090B73BBC935A5,Dona,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,A9047511DB431E5D5107FEBF92631E83,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,F3B9BEDC80C5531DB08FD44BB25DDBE2,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,D8ACCCD3460AD33C98E6084003BE0812,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,FA5E1C18B19A15B7941E2D1EF48C80DE,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,919578C832037966A27466D9A9F6B730,Dona,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,DE11DBF41EFF1480B8D921DF1E537E43,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,9EDA828588F475D8BEDA5B171AF8093C,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,77A06B50D94460E6F6DB524F09585B6F,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,D0A6085102DAD80F55F6497B5C79D914,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,AB16EA210D6132F4597E5E7F4AC87444,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,4190875FA78F91BA6BFFDB3360D50AD9,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,E550D04BD5262573BE597A0F006B4FF4,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,E3F016321D09DECA90E7AE229DD31090,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,61F0516372FFDD486004A5EA4EA8B803,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,65401A6EFAD17ADC0A8CE4C26B8D887F,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,2D315FA61629F89132657DDAE473A949,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,5CC714EDCD397DB8850ACA5FAF69E829,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,61465E697FBC65F14298C43329EEFFF5,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,121D78B89770EEF1DD5D08730C822C61,Dona,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,FA07E49D163C1C2FC8D8CCA0E12B3998,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,9915E715E856C170C2022DA7E48FC4D0,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,72FE63D62A7BFF1AC3F858538C20B70D,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,82024DF9B8200885399455741C251818,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,AE66C824B8B69DDA6648D3D57A26F9AA,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,9C46D41177E3060A7077275D7D33217C,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,723AF6FBE32D289AEBFC1AC47770B3B7,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,4E7B11899A5C9D6AF9F5473DE66BF014,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,F260683A9B365BF88F5421111D078C60,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,5CC6D882F1AAB7D2D1BC5503233B6EB6,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,284B8E4A133518C552B471502BFAF022,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,6514F80BC61A83E42237C1A9B91393BC,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,D59C43C3399DFC26D2ED07B8AD21E970,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,BC2E74F9BB644B9C066C1BCBD0F6C3FB,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,B9A2822A12BBABCF1A1F0D445455A6CD,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,B8746DC2CB323944EE61576B439EDE4B,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,9AD9F7953B5EDFFFF9B095445C1461B7,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,8DAA254B3DA0BD2F12687B54185E0A4F,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,6D3C6E3B5174BC07EEE51FB4AA395625,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,F18FDF550D83CE632C53B44124E2ED1F,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,B73160ACB8AFD72CDF94CF2F8010185B,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,A45FE3E193037C2672A617DC0D449BA6,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,4576B7B95C40FD3669DFE27E6FCF4C15,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,1F798C181354F3DD6DE10C2A7D06C4DC,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,126B6C675ED0B1DF9F02391709254345,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,AA8B8C9797A275AF6A30D75BD38D94E9,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,C71DE8FFF007B021BB90A0F1922534ED,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,18D8DF884F85D469BF9539DE5C95B8CE,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,E18D0FD5E2EA6E70166610D1D2C027E6,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,30D264D84CD7174C0AB31D13FEDBEB36,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,2C74B049CD6DA63374DA25947738DA1D,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,79631EE806576F30236CDD0FEC117035,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,142C581C5B4263ECE988B3AE31A0D393,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,AFF8151893D90ADDCCD8D7F02DF4B0E9,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,0C2C3B8AB22719A6D4164D133A126EFF,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,80CF21C329690EDC81E038F1FA194D49,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,B3225BD14C9F3AC38AF3FB76B7980ADA,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,92512289F5FD38B5EEF9CE262B1B03D6,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,1D077658913738866389F6C4FCFA8FFD,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,74854F269A782214EE46B1960D93936B,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,FE212342E3B9033F1887D019A0553E38,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,AF9CB97442F4566CA22CA095A474AAF5,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,57BC26FB38DAA036A1A408567B40568C,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,BE2F2323FA42BAF0CEEDE54DEE5C5077,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,975AD6CA9F7F9D2055116C6D40E142E8,Dona,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,B24F699FFD1BB8D4463F740AA7191942,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,E53F4D82525E2F17585622BEB2CCA86F,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,B2D739040BCE41B9941A24976112DB86,Dona,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,EAAA996E0754F60BEE9A104331DEB196,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,AC3EF19FF736266EDCA33FA7EE8D7A34,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,D3B8802161BE9FF53A62006137430C10,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,BC094A1D2DFB4C0410E5CA08547ED58B,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,B41020FB2EE62CD1882F2602FBAA6125,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,39E904164B2C69D0C3C893E59B6F22E3,Dona,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,A381B760A73CE7EC37894C865918B661,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,6F10D3EC9330C0CC5FA60527CFA55607,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,26C5865B1B9183565B1DE76FFCA2B392,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,37429FFF72B3238382619FDBE99EB819,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,CCECACFE261C8F912AE18F346A99F7E5,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,AC7691190DD5CA4F2C0677ABD1D900ED,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,C167F09C6983CA32CD621FB706CEFFB2,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,43C45912AD75EE2945181EEF2360E342,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,4B23906503662BBC5C61898C7E461BFD,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,F7F6A0CD782DFB19E7BF17AAF906ECDF,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,0BAE50FF6625E361E77FF248AFA10687,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,A562F4FC9D12968783D2766048382381,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,0B4C82E720803BC6D5B6F31107000D75,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,D31A302DF6315A30900F0AD8456A2F25,Dona,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,EB8CEE69A385EE2DDADCE15B7B007767,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,CE3A7ECE065AFCA325E67055AAE4499A,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,ED4D43B0B0CBCBC63BBD2AFDC7484DDF,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,58F0ABFCCA226AB3ACC6DFA5F6917347,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,F5C7CDBB356FE601E7903EA401BBD58F,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,F10E36AD883B734647DDB96B136F35AE,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,3A7695A81D10A62D17D2CC20B8F6EC2B,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,3F2AD5C5EC77F7548079F0D60BCA811F,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,20213A10F02B6FFD1013F78CA9E34075,Dona,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,67A6C41065115CF7D642B2BBA8780B0E,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,02B95223C0891AB897E1EABBB72C001A,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,2CA919ABF6BF5D30EE301C28051DA9A5,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,A7B5BC106325ACBE16B68194A6FF5108,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,1D106D90F6F00BAA0A21238AC0AEC49C,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,90A4D6D04C7ACBBF8BA1D475A8BABE7D,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,60A7CEF730F0396FE98AB00FAEEF53E8,Dona,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,CE69536A2541E9955E48B2122DA71C1A,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,22925D139CF09D60D36EE2E3E7AFCC2C,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,CF886B8E64AA04AC01B6CFE16703F6A6,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,9E34DF52DEB7AF09D14336474D7230A3,Dona,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,45CAF7AEC7179233E338B7FF87D7131D,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,56D49564686E622A31ACACE622F34F31,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,3B9A63B35650CFF568FBFC8B2B050DCB,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,93AAA4F958E961AD63BC4220A3384138,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,0F901CC9DA03B574C96F485A47F23396,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,1288FA19223C205A96A19730A6865D32,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,E719AD6CF000671C2373679F26F775B8,Dona,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,B74BF00F3EB814C1E6FD6F0FFE32195E,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,F38FE4FAA8E3F10255E0EFE57BD51696,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,19F87B97A206C181650234EA31D0FD9D,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,A2A131B2126915B1E3283E2D02C8FDA2,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,CB731BC2CE2A7A2A6F7A5A4516F654C5,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,7F2B93E897E18A1E8A76090D6DEE1B6D,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,2F639DF960AD76F8B19D93E83E3E3EC7,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,730A66650DBAB279063AD3DB38F22D18,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,94D8F63152B2C687BCB6C0305D0E7BC9,Dona,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,89912185604D8F85D305484878134AD8,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,7A2F58D31C26A9559408841D6B70008E,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,6ACED6EAA52072ECC2E5B1609E474293,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,3238F728D606DB3B00D4BBB043106BFE,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,605DBDC0D68D6A2F876E20E665A044FA,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,1E0457671C5B1E752B426F80FDEBB6D0,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,106177AC7D8BB57E9FD9F66222850740,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,F9130E151C75CCDE24C753E4914DA70C,Dona,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,630D413EF527B0A1C967A89D287A5DC0,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,0755269B8C822655D91A8EEDC1E1C795,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,6CE95FDEC244999B7444A82472A245A8,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,CEA570DDCA8B8D8089718F6E52D6F285,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,3075A1821B4C276F0E3CE3A6E6DE15CB,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,717FF404035BF6DB6A4C766512206A5E,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,C3E30073AF545A04C150B5C34B39429C,Dona,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,737BC4CDF703DCEF02B29B3FD3B0A511,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,4C07B6059411CCC57C423E2A0193789C,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,884F7AF0791136C2EA6544B9DCFACEDA,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,6645180F2CCEACD9505F7EB0E2D712AE,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,A4660CB9E352BD8DC4273C35C91F8693,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,AA7BE3589DE8A1BB0226EE199268ECF8,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,A317E49ACF48513ABA1BBA51BFE826AF,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,FFFF59480117EA2B78DC353559073C0C,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,D3CB8D716228A0B65AF5BDFD5E90C0B9,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,5D1B3001EAEBF408851B094C37189956,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,A5C037D13DA50B6F264DC4E5A66EE574,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,38BAAEE7A8ADD90C5804A6CC9173026D,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,7BDB07B847A5B01C0F3092A46B76D97B,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,CD21979C0E519D2EFD7ED66AF667F57F,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,FCDE945DE8F56F6C7888167F6BA12753,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,8CA2065DE836678A2250569C238941AD,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,7F3CF2B63CBB0A06E153947BB5423D21,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,84D0E3B5110DDCAB8F9C98C52F598BC1,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,98821FD682CDDA17562E850CE3695491,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,0082201CB9AB09CFD6556B10EE6844DE,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,A6FD05E6084E3CEF36087BF867F61AE1,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,E8E51F404C6780822A9FE81635035C35,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,61CB7840857023DE3EA7621D0A9C89A9,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,25AD5D4C2506A680BB9B0A58B1129CC2,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,0D901887652584FC4490445F238246FB,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,950370105ABE2DF0B8FE4EBB170CF557,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,2672BD58B475C3D063C1140C6723F0DB,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,5D7198AFD03439D2926ABB0539A0CE1F,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,4DD5AB6831BBE0370C52D2047D3760CA,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,722C37491FD9FB521E0BC6C3DB729230,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,C8D3C68A15C0F3B7A3A63620A5B0C787,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,868E33270532BD22CA965151508F17A4,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,CB116B0DCFFAF5A33CCA725307C24E5F,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,8BACE2FA41147671E54EA38FA9B6CE75,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,C06F1D4812B75595654F28ECC4B10772,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,8CEA90ECDA74D2562F1D1BFE16E00B43,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,5A86AAA4C86CE2F83375EEB61E1D4F33,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,3223A576EBCBDF02FFF9E6572F8A8E10,Home,0 ,0 ,0 ,0 
Graduat en Enginyeria Informàtica,2020/21,801A7C03259C1FB7F0FC9B83FF188B20,Home,0 ,0 ,0 ,0 
