id_anonim,assignatura,predicted_nota_assignatura,nota_assignatura,alerta
Ea5aa51937c0793bcececdf3699c4aa9,Aplicacions de la teoria de codis,7.32014860112134,0.0," Alta diferencia entre real y predicho en 'Aplicacions de la teoria de codis' (Predicho: 7.32, Real: 0.00)"
Ea5aa51937c0793bcececdf3699c4aa9,Crèdits reconeguts,0.18427263704958238,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.18)
Ea5aa51937c0793bcececdf3699c4aa9,Test i qualitat del software,6.201528743133501,0.0," Alta diferencia entre real y predicho en 'Test i qualitat del software' (Predicho: 6.20, Real: 0.00)"
0898366a44e6659f4b03ee51fc1987fb,Electricitat i electrònica,6.582377072413787,3.5," Alta diferencia entre real y predicho en 'Electricitat i electrònica' (Predicho: 6.58, Real: 3.50)"
D3136cd59ab3e8ce5551ce991c84f61b,Crèdits reconeguts,0.18427263704958238,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.18)
D3136cd59ab3e8ce5551ce991c84f61b,Gestió del desenvolupament de software,6.231319660787828,8.9," Alta diferencia entre real y predicho en 'Gestió del desenvolupament de software' (Predicho: 6.23, Real: 8.90)"
44a9933aa099fec52d2b85172d63a4f1,Àlgebra,5.125176871621427,7.3," Alta diferencia entre real y predicho en 'Àlgebra' (Predicho: 5.13, Real: 7.30)"
44a9933aa099fec52d2b85172d63a4f1,Electricitat i electrònica,4.93040384920323,4.3, Posible suspenso en 'Electricitat i electrònica' (Predicho: 4.93)
44a9933aa099fec52d2b85172d63a4f1,Fonaments dels computadors,4.93040384920323,6.2, Posible suspenso en 'Fonaments dels computadors' (Predicho: 4.93)
44a9933aa099fec52d2b85172d63a4f1,Matemàtica discreta,4.834076818748314,6.0, Posible suspenso en 'Matemàtica discreta' (Predicho: 4.83)
44a9933aa099fec52d2b85172d63a4f1,Metodologia de la programació,4.903676542220329,7.3, Posible suspenso en 'Metodologia de la programació' (Predicho: 4.90)
44a9933aa099fec52d2b85172d63a4f1,Organització i gestió d'empreses,3.5162255535232014,5.0, Posible suspenso en 'Organització i gestió d'empreses' (Predicho: 3.52)
0df126b18435d0f15fac791d61b8b11c,Fonaments d'enginyeria,6.7462837097282,4.5," Alta diferencia entre real y predicho en 'Fonaments d'enginyeria' (Predicho: 6.75, Real: 4.50)"
0df126b18435d0f15fac791d61b8b11c,Fonaments dels computadors,6.561801509517763,8.6," Alta diferencia entre real y predicho en 'Fonaments dels computadors' (Predicho: 6.56, Real: 8.60)"
Fea55cec88856a7ede35f041f12ef2b7,Càlcul,5.084373868348078,7.2," Alta diferencia entre real y predicho en 'Càlcul' (Predicho: 5.08, Real: 7.20)"
Fea55cec88856a7ede35f041f12ef2b7,Electricitat i electrònica,4.96837286597643,6.0, Posible suspenso en 'Electricitat i electrònica' (Predicho: 4.97)
Fea55cec88856a7ede35f041f12ef2b7,Fonaments d'informàtica,5.562301708149977,7.7," Alta diferencia entre real y predicho en 'Fonaments d'informàtica' (Predicho: 5.56, Real: 7.70)"
Fea55cec88856a7ede35f041f12ef2b7,Fonaments dels computadors,4.96837286597643,6.6, Posible suspenso en 'Fonaments dels computadors' (Predicho: 4.97)
Fea55cec88856a7ede35f041f12ef2b7,Matemàtica discreta,4.872768816361991,6.5, Posible suspenso en 'Matemàtica discreta' (Predicho: 4.87)
Fea55cec88856a7ede35f041f12ef2b7,Metodologia de la programació,4.941645558993529,6.0, Posible suspenso en 'Metodologia de la programació' (Predicho: 4.94)
Fea55cec88856a7ede35f041f12ef2b7,Organització i gestió d'empreses,4.053007310939559,5.2, Posible suspenso en 'Organització i gestió d'empreses' (Predicho: 4.05)
6462c2f199e152e5a3150d090219c281,Crèdits reconeguts,0.18427263704958238,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.18)
6462c2f199e152e5a3150d090219c281,Gestió de projectes,6.50815470502157,8.9," Alta diferencia entre real y predicho en 'Gestió de projectes' (Predicho: 6.51, Real: 8.90)"
6462c2f199e152e5a3150d090219c281,Sistemes i tecnologies web,6.201528743133501,9.8," Alta diferencia entre real y predicho en 'Sistemes i tecnologies web' (Predicho: 6.20, Real: 9.80)"
6462c2f199e152e5a3150d090219c281,Tendències actuals,6.1815997875858715,9.4," Alta diferencia entre real y predicho en 'Tendències actuals' (Predicho: 6.18, Real: 9.40)"
5ced101d30cb0a5a3be0047aa3ec2c9b,Crèdits reconeguts,0.22442930074421089,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.22)
5ced101d30cb0a5a3be0047aa3ec2c9b,Tecnologies de desenvolupament per a internet i web,6.602306027961415,4.5," Alta diferencia entre real y predicho en 'Tecnologies de desenvolupament per a internet i web' (Predicho: 6.60, Real: 4.50)"
5ced101d30cb0a5a3be0047aa3ec2c9b,Xarxes,4.6025461685346265,7.2, Posible suspenso en 'Xarxes' (Predicho: 4.60)
87034d715140fd75723951ac9d5e9b8a,Laboratori de programació,6.582377072413787,9.0," Alta diferencia entre real y predicho en 'Laboratori de programació' (Predicho: 6.58, Real: 9.00)"
87034d715140fd75723951ac9d5e9b8a,Xarxes,4.593379181008996,8.1, Posible suspenso en 'Xarxes' (Predicho: 4.59)
98843ffce287ffb3892f4ff587801339,Aprenentatge computacional,6.632096945615742,9.3," Alta diferencia entre real y predicho en 'Aprenentatge computacional' (Predicho: 6.63, Real: 9.30)"
98843ffce287ffb3892f4ff587801339,Gestió de projectes,6.985537869121527,9.5," Alta diferencia entre real y predicho en 'Gestió de projectes' (Predicho: 6.99, Real: 9.50)"
98843ffce287ffb3892f4ff587801339,Tendències actuals,6.582377072413787,9.7," Alta diferencia entre real y predicho en 'Tendències actuals' (Predicho: 6.58, Real: 9.70)"
E88c40cc798648fd0835edba9ad7fcb4,Xarxes,4.596241361606817,4.0, Posible suspenso en 'Xarxes' (Predicho: 4.60)
7ee5cdf13a24d3edf183213138bc4931,Càlcul,4.945405031699223,6.4, Posible suspenso en 'Càlcul' (Predicho: 4.95)
7ee5cdf13a24d3edf183213138bc4931,Electricitat i electrònica,4.871684132885466,4.6, Posible suspenso en 'Electricitat i electrònica' (Predicho: 4.87)
7ee5cdf13a24d3edf183213138bc4931,Fonaments dels computadors,4.871684132885466,6.5, Posible suspenso en 'Fonaments dels computadors' (Predicho: 4.87)
7ee5cdf13a24d3edf183213138bc4931,Matemàtica discreta,4.775357102430551,6.6, Posible suspenso en 'Matemàtica discreta' (Predicho: 4.78)
7ee5cdf13a24d3edf183213138bc4931,Metodologia de la programació,4.844956825902567,4.5, Posible suspenso en 'Metodologia de la programació' (Predicho: 4.84)
7ee5cdf13a24d3edf183213138bc4931,Organització i gestió d'empreses,2.9726898207460253,5.8, Posible suspenso en 'Organització i gestió d'empreses' (Predicho: 2.97)
6362be80b5cbc37900882e43757805fb,Visualització gràfica interactiva,6.089529118580678,4.0," Alta diferencia entre real y predicho en 'Visualització gràfica interactiva' (Predicho: 6.09, Real: 4.00)"
A3b3ee3faefa015311b4b2fc9c0f415e,Bases de dades,4.664941912448703,0.0, Posible suspenso en 'Bases de dades' (Predicho: 4.66)
A3b3ee3faefa015311b4b2fc9c0f415e,Càlcul,4.7035642205745765,0.0, Posible suspenso en 'Càlcul' (Predicho: 4.70)
A3b3ee3faefa015311b4b2fc9c0f415e,Fonaments d'informàtica,5.39365031455836,1.5," Alta diferencia entre real y predicho en 'Fonaments d'informàtica' (Predicho: 5.39, Real: 1.50)"
A3b3ee3faefa015311b4b2fc9c0f415e,Fonaments dels computadors,4.669642586530704,1.5, Posible suspenso en 'Fonaments dels computadors' (Predicho: 4.67)
A3b3ee3faefa015311b4b2fc9c0f415e,Laboratori de programació,4.645012956901074,0.0, Posible suspenso en 'Laboratori de programació' (Predicho: 4.65)
A3b3ee3faefa015311b4b2fc9c0f415e,Matemàtica discreta,4.548685926446158,0.0, Posible suspenso en 'Matemàtica discreta' (Predicho: 4.55)
A3b3ee3faefa015311b4b2fc9c0f415e,Metodologia de la programació,4.618285649918174,0.0, Posible suspenso en 'Metodologia de la programació' (Predicho: 4.62)
A3b3ee3faefa015311b4b2fc9c0f415e,Organització i gestió d'empreses,2.7419038773127333,0.0, Posible suspenso en 'Organització i gestió d'empreses' (Predicho: 2.74)
120d05cbb4312400e3c7640412ef94d4,Laboratori de programació,6.561801509517763,0.0," Alta diferencia entre real y predicho en 'Laboratori de programació' (Predicho: 6.56, Real: 0.00)"
120d05cbb4312400e3c7640412ef94d4,Legislació,6.581730465065391,9.8," Alta diferencia entre real y predicho en 'Legislació' (Predicho: 6.58, Real: 9.80)"
120d05cbb4312400e3c7640412ef94d4,Tecnologies de desenvolupament per a internet i web,6.581730465065391,3.7," Alta diferencia entre real y predicho en 'Tecnologies de desenvolupament per a internet i web' (Predicho: 6.58, Real: 3.70)"
120d05cbb4312400e3c7640412ef94d4,Xarxes,4.514122534354148,7.4, Posible suspenso en 'Xarxes' (Predicho: 4.51)
2a134351249301e9720a516ade2bf599,Sistemes i tecnologies web,6.482723756403597,9.6," Alta diferencia entre real y predicho en 'Sistemes i tecnologies web' (Predicho: 6.48, Real: 9.60)"
2a134351249301e9720a516ade2bf599,Tecnologies de desenvolupament per a internet i web,6.353274073475973,3.6," Alta diferencia entre real y predicho en 'Tecnologies de desenvolupament per a internet i web' (Predicho: 6.35, Real: 3.60)"
Bc25a4b19f1b6674bdd7dadef93e3d5f,Laboratori integrat de software,7.526372975051101,9.9," Alta diferencia entre real y predicho en 'Laboratori integrat de software' (Predicho: 7.53, Real: 9.90)"
Bc25a4b19f1b6674bdd7dadef93e3d5f,Tecnologies de desenvolupament per a internet i web,6.030912677384561,4.0," Alta diferencia entre real y predicho en 'Tecnologies de desenvolupament per a internet i web' (Predicho: 6.03, Real: 4.00)"
41c1405556aee812865329cbd8e67e00,Gestió i administració de bases de dades,4.641208867896787,5.8, Posible suspenso en 'Gestió i administració de bases de dades' (Predicho: 4.64)
41c1405556aee812865329cbd8e67e00,Models de qualitat en la gestió de les tic,4.891649877742121,6.0, Posible suspenso en 'Models de qualitat en la gestió de les tic' (Predicho: 4.89)
41c1405556aee812865329cbd8e67e00,Tecnologies de desenvolupament per a internet i web,4.929757241854834,4.4, Posible suspenso en 'Tecnologies de desenvolupament per a internet i web' (Predicho: 4.93)
41c1405556aee812865329cbd8e67e00,Xarxes,4.433540195024218,8.2, Posible suspenso en 'Xarxes' (Predicho: 4.43)
D109bbfc54bb857189e28da9950929bc,Disseny de software,6.201528743133501,9.3," Alta diferencia entre real y predicho en 'Disseny de software' (Predicho: 6.20, Real: 9.30)"
3c87360519e3627d812dec66578741e5,Anàlisi i disseny d'algorismes,6.582377072413787,0.0," Alta diferencia entre real y predicho en 'Anàlisi i disseny d'algorismes' (Predicho: 6.58, Real: 0.00)"
3c87360519e3627d812dec66578741e5,Crèdits reconeguts,0.22442930074421089,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.22)
3c87360519e3627d812dec66578741e5,Crèdits reconeguts,0.22442930074421089,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.22)
5142a61dc91b410a528d0d6de08ccb32,Xarxes,4.635917768518385,6.1, Posible suspenso en 'Xarxes' (Predicho: 4.64)
9b75715d6d7215fba87a81278a270124,Crèdits reconeguts,0.18427263704958238,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.18)
A9080f842e700e353f1684aa16b3b97c,Aprenentatge computacional,6.611521382719719,9.4," Alta diferencia entre real y predicho en 'Aprenentatge computacional' (Predicho: 6.61, Real: 9.40)"
E91ec41989d43c85e2b040ce9582d05f,Crèdits reconeguts,0.3196112995668254,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.32)
E91ec41989d43c85e2b040ce9582d05f,Treball de final de grau,7.473147423144407,9.6," Alta diferencia entre real y predicho en 'Treball de final de grau' (Predicho: 7.47, Real: 9.60)"
F6509bc2dfc76462c886f57f057b17fc,Xarxes,3.8769938949634217,6.7, Posible suspenso en 'Xarxes' (Predicho: 3.88)
D287f06524df2dc39e99b5bdb9dee573,Crèdits reconeguts,0.44956333718754715,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.45)
D287f06524df2dc39e99b5bdb9dee573,Crèdits reconeguts,0.44956333718754715,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.45)
D287f06524df2dc39e99b5bdb9dee573,Organització i gestió d'empreses,5.45718696007794,7.8," Alta diferencia entre real y predicho en 'Organització i gestió d'empreses' (Predicho: 5.46, Real: 7.80)"
9e528e538331ec1dfdc392650a009979,Anàlisi i disseny d'algorismes,6.582377072413787,3.5," Alta diferencia entre real y predicho en 'Anàlisi i disseny d'algorismes' (Predicho: 6.58, Real: 3.50)"
9e528e538331ec1dfdc392650a009979,Aprenentatge computacional,6.632096945615742,9.6," Alta diferencia entre real y predicho en 'Aprenentatge computacional' (Predicho: 6.63, Real: 9.60)"
9e528e538331ec1dfdc392650a009979,Crèdits reconeguts,0.22442930074421089,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.22)
9e528e538331ec1dfdc392650a009979,"Robòtica, llenguatge i planificació",6.612762377355474,9.0," Alta diferencia entre real y predicho en 'Robòtica, llenguatge i planificació' (Predicho: 6.61, Real: 9.00)"
B47318ad11f3797ba7fa299c04cf65d8,Matemàtica discreta,7.464045084947569,5.4," Alta diferencia entre real y predicho en 'Matemàtica discreta' (Predicho: 7.46, Real: 5.40)"
0526b1b2aa410d23e270666e584c1aa7,Ètica per a l'enginyeria,6.625364184757603,9.6," Alta diferencia entre real y predicho en 'Ètica per a l'enginyeria' (Predicho: 6.63, Real: 9.60)"
0526b1b2aa410d23e270666e584c1aa7,Fonaments de tecnologia de la informació,6.582377072413787,8.9," Alta diferencia entre real y predicho en 'Fonaments de tecnologia de la informació' (Predicho: 6.58, Real: 8.90)"
0526b1b2aa410d23e270666e584c1aa7,Garantia de la informació i seguretat,6.602306027961415,9.2," Alta diferencia entre real y predicho en 'Garantia de la informació i seguretat' (Predicho: 6.60, Real: 9.20)"
0526b1b2aa410d23e270666e584c1aa7,Sistemes i tecnologies web,6.602306027961415,9.8," Alta diferencia entre real y predicho en 'Sistemes i tecnologies web' (Predicho: 6.60, Real: 9.80)"
0526b1b2aa410d23e270666e584c1aa7,Tecnologies avançades d'internet,6.602306027961415,9.6," Alta diferencia entre real y predicho en 'Tecnologies avançades d'internet' (Predicho: 6.60, Real: 9.60)"
0526b1b2aa410d23e270666e584c1aa7,Tecnologies de desenvolupament per a internet i web,6.602306027961415,8.7," Alta diferencia entre real y predicho en 'Tecnologies de desenvolupament per a internet i web' (Predicho: 6.60, Real: 8.70)"
Df63c3fecb594a327cd08671a016547f,Crèdits reconeguts,0.3460843225005841,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.35)
Df63c3fecb594a327cd08671a016547f,Legislació,7.348183645278809,9.6," Alta diferencia entre real y predicho en 'Legislació' (Predicho: 7.35, Real: 9.60)"
Df63c3fecb594a327cd08671a016547f,Treball de final de grau,7.495182648774701,10.0," Alta diferencia entre real y predicho en 'Treball de final de grau' (Predicho: 7.50, Real: 10.00)"
Ff2f7c939cb0a10604d010febfe819f4,Treball de final de grau,7.667162082324154,9.7," Alta diferencia entre real y predicho en 'Treball de final de grau' (Predicho: 7.67, Real: 9.70)"
E67fd7ca1b514109ac2eb2bc7034c086,Crèdits reconeguts,0.2038537378481874,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.20)
0306600b3941ee589fe3c05517d772c4,Pràctiques externes,7.487930294051572,9.9," Alta diferencia entre real y predicho en 'Pràctiques externes' (Predicho: 7.49, Real: 9.90)"
072d0ca45f65f0b4d6740baf6d0960e1,Crèdits reconeguts,0.28585307481530536,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.29)
072d0ca45f65f0b4d6740baf6d0960e1,Garantia de la informació i seguretat,6.704771743553608,9.2," Alta diferencia entre real y predicho en 'Garantia de la informació i seguretat' (Predicho: 6.70, Real: 9.20)"
072d0ca45f65f0b4d6740baf6d0960e1,Sistemes i tecnologies web,6.704771743553608,9.7," Alta diferencia entre real y predicho en 'Sistemes i tecnologies web' (Predicho: 6.70, Real: 9.70)"
072d0ca45f65f0b4d6740baf6d0960e1,Tecnologies avançades d'internet,6.704771743553608,9.3," Alta diferencia entre real y predicho en 'Tecnologies avançades d'internet' (Predicho: 6.70, Real: 9.30)"
A461513e94b4c87ddd3cbb7450656296,Organització i gestió d'empreses,4.627406068262906,0.0, Posible suspenso en 'Organització i gestió d'empreses' (Predicho: 4.63)
5b7588529b265c181222e2364475dfc1,Fonaments d'informàtica,6.239916478849826,0.0," Alta diferencia entre real y predicho en 'Fonaments d'informàtica' (Predicho: 6.24, Real: 0.00)"
5b7588529b265c181222e2364475dfc1,Metodologia de la programació,5.934616124554154,0.0," Alta diferencia entre real y predicho en 'Metodologia de la programació' (Predicho: 5.93, Real: 0.00)"
D433df5a2ed329bb7f1f5fd72e3b7954,Xarxes,4.7884448887650235,7.0, Posible suspenso en 'Xarxes' (Predicho: 4.79)
C4556d93c04cd3c05a92bad10c1b9a23,Sistemes i tecnologies web,6.581730465065391,0.0," Alta diferencia entre real y predicho en 'Sistemes i tecnologies web' (Predicho: 6.58, Real: 0.00)"
C4556d93c04cd3c05a92bad10c1b9a23,Tendències actuals,6.561801509517763,9.4," Alta diferencia entre real y predicho en 'Tendències actuals' (Predicho: 6.56, Real: 9.40)"
3499bf1794cc1d35a3161b333f5e47ca,Visualització gràfica interactiva,6.602306027961415,9.0," Alta diferencia entre real y predicho en 'Visualització gràfica interactiva' (Predicho: 6.60, Real: 9.00)"
313ffc74d13b268b8c2be5e0f5020f42,Enginyeria del software,5.256713396663646,7.7," Alta diferencia entre real y predicho en 'Enginyeria del software' (Predicho: 5.26, Real: 7.70)"
313ffc74d13b268b8c2be5e0f5020f42,Fonaments d'informàtica,5.91644662101933,8.3," Alta diferencia entre real y predicho en 'Fonaments d'informàtica' (Predicho: 5.92, Real: 8.30)"
313ffc74d13b268b8c2be5e0f5020f42,Informació i seguretat,5.030094183828264,2.5," Alta diferencia entre real y predicho en 'Informació i seguretat' (Predicho: 5.03, Real: 2.50)"
313ffc74d13b268b8c2be5e0f5020f42,Laboratori de programació,5.236784441116018,2.0," Alta diferencia entre real y predicho en 'Laboratori de programació' (Predicho: 5.24, Real: 2.00)"
77b4ad6b27941813bd8e2b374297bb85,Garantia de la informació i seguretat,6.602306027961415,9.6," Alta diferencia entre real y predicho en 'Garantia de la informació i seguretat' (Predicho: 6.60, Real: 9.60)"
77b4ad6b27941813bd8e2b374297bb85,Sistemes i tecnologies web,6.602306027961415,9.4," Alta diferencia entre real y predicho en 'Sistemes i tecnologies web' (Predicho: 6.60, Real: 9.40)"
966a49a4d9ab99d5bac2e973f724efb6,Electricitat i electrònica,4.918342593387284,4.6, Posible suspenso en 'Electricitat i electrònica' (Predicho: 4.92)
966a49a4d9ab99d5bac2e973f724efb6,Fonaments d'informàtica,5.449705614520982,0.0," Alta diferencia entre real y predicho en 'Fonaments d'informàtica' (Predicho: 5.45, Real: 0.00)"
966a49a4d9ab99d5bac2e973f724efb6,Fonaments dels computadors,4.918342593387284,4.5, Posible suspenso en 'Fonaments dels computadors' (Predicho: 4.92)
966a49a4d9ab99d5bac2e973f724efb6,Metodologia de la programació,4.762782992012365,0.0, Posible suspenso en 'Metodologia de la programació' (Predicho: 4.76)
966a49a4d9ab99d5bac2e973f724efb6,Organització i gestió d'empreses,3.9083900197403234,6.5, Posible suspenso en 'Organització i gestió d'empreses' (Predicho: 3.91)
B3f1ad583a8aa73d405d96d65e307bbf,Sistemes i tecnologies web,4.80520174787755,9.0, Posible suspenso en 'Sistemes i tecnologies web' (Predicho: 4.81)
B3f1ad583a8aa73d405d96d65e307bbf,Tecnologies avançades d'internet,4.80520174787755,0.0, Posible suspenso en 'Tecnologies avançades d'internet' (Predicho: 4.81)
2f9952872ca6a5087ac4f146a5cbad2a,Crèdits reconeguts,0.22442930074421089,9.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.22)
2f9952872ca6a5087ac4f146a5cbad2a,Crèdits reconeguts,0.22442930074421089,8.5, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.22)
2f9952872ca6a5087ac4f146a5cbad2a,Fonaments d'enginyeria,6.766859272624224,0.0," Alta diferencia entre real y predicho en 'Fonaments d'enginyeria' (Predicho: 6.77, Real: 0.00)"
8a531fe034da904a2cf0bbd05d14285d,Anàlisi i disseny d'algorismes,6.561801509517763,2.0," Alta diferencia entre real y predicho en 'Anàlisi i disseny d'algorismes' (Predicho: 6.56, Real: 2.00)"
8a531fe034da904a2cf0bbd05d14285d,Aprenentatge computacional,6.611521382719719,2.3," Alta diferencia entre real y predicho en 'Aprenentatge computacional' (Predicho: 6.61, Real: 2.30)"
8a531fe034da904a2cf0bbd05d14285d,Fonaments d'informàtica,6.680935308177818,0.0," Alta diferencia entre real y predicho en 'Fonaments d'informàtica' (Predicho: 6.68, Real: 0.00)"
8a531fe034da904a2cf0bbd05d14285d,Internet de les coses,7.9658329883069845,0.0," Alta diferencia entre real y predicho en 'Internet de les coses' (Predicho: 7.97, Real: 0.00)"
8a531fe034da904a2cf0bbd05d14285d,Metodologia de la programació,6.406241908142842,0.0," Alta diferencia entre real y predicho en 'Metodologia de la programació' (Predicho: 6.41, Real: 0.00)"
8a531fe034da904a2cf0bbd05d14285d,Tendències actuals,6.561801509517763,0.0," Alta diferencia entre real y predicho en 'Tendències actuals' (Predicho: 6.56, Real: 0.00)"
6b4317e542a008f952c44d1a04615536,Disseny de software,6.443223660670534,3.6," Alta diferencia entre real y predicho en 'Disseny de software' (Predicho: 6.44, Real: 3.60)"
6b4317e542a008f952c44d1a04615536,Sistemes i tecnologies web,6.443223660670534,9.5," Alta diferencia entre real y predicho en 'Sistemes i tecnologies web' (Predicho: 6.44, Real: 9.50)"
62e60be65aecae986887720545a809dc,Crèdits reconeguts,0.8027797209657934,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.80)
62e60be65aecae986887720545a809dc,Crèdits reconeguts,0.8027797209657934,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.80)
62e60be65aecae986887720545a809dc,Crèdits reconeguts,0.8027797209657934,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.80)
62e60be65aecae986887720545a809dc,Crèdits reconeguts,0.8027797209657934,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.80)
62e60be65aecae986887720545a809dc,Tecnologia blockchain i criptomonedes,7.455676623132096,5.1," Alta diferencia entre real y predicho en 'Tecnologia blockchain i criptomonedes' (Predicho: 7.46, Real: 5.10)"
7f142390c31b1ac0c7f81284cbbf27b9,"Robòtica, llenguatge i planificació",7.314690498838556,9.8," Alta diferencia entre real y predicho en 'Robòtica, llenguatge i planificació' (Predicho: 7.31, Real: 9.80)"
50c3efa8e935beb2e300d3389bdb0873,Laboratori de programació,7.378754482504017,9.5," Alta diferencia entre real y predicho en 'Laboratori de programació' (Predicho: 7.38, Real: 9.50)"
Cfa73de188c1631d317eb285808953be,Metodologia de la programació,6.105459258840909,9.4," Alta diferencia entre real y predicho en 'Metodologia de la programació' (Predicho: 6.11, Real: 9.40)"
8fc13d10f194170de2d797e6d911dfe0,Ètica per a l'enginyeria,5.88276895551425,8.7," Alta diferencia entre real y predicho en 'Ètica per a l'enginyeria' (Predicho: 5.88, Real: 8.70)"
8fc13d10f194170de2d797e6d911dfe0,Infraestructura i tecnologia de xarxes,5.304887992653125,7.8," Alta diferencia entre real y predicho en 'Infraestructura i tecnologia de xarxes' (Predicho: 5.30, Real: 7.80)"
8fc13d10f194170de2d797e6d911dfe0,Legislació,5.398558655694598,7.4," Alta diferencia entre real y predicho en 'Legislació' (Predicho: 5.40, Real: 7.40)"
8fc13d10f194170de2d797e6d911dfe0,Sistemes i tecnologies web,5.304887992653125,8.0," Alta diferencia entre real y predicho en 'Sistemes i tecnologies web' (Predicho: 5.30, Real: 8.00)"
8fc13d10f194170de2d797e6d911dfe0,Tecnologies de desenvolupament per a internet i web,5.304887992653125,7.4," Alta diferencia entre real y predicho en 'Tecnologies de desenvolupament per a internet i web' (Predicho: 5.30, Real: 7.40)"
Aae915f183f6ed5328f3510da6c7abaf,Crèdits reconeguts,0.22442930074421089,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.22)
D08888543265712bd3c38d89ee629b8f,Càlcul,5.076881869325933,0.0," Alta diferencia entre real y predicho en 'Càlcul' (Predicho: 5.08, Real: 0.00)"
D08888543265712bd3c38d89ee629b8f,Metodologia de la programació,4.974363322029583,4.4, Posible suspenso en 'Metodologia de la programació' (Predicho: 4.97)
D08888543265712bd3c38d89ee629b8f,Organització i gestió d'empreses,3.6520589483703745,0.0, Posible suspenso en 'Organització i gestió d'empreses' (Predicho: 3.65)
2c6e19f95957f9b6a0010d882082dab3,Estructura de computadors,6.858978785406023,9.0," Alta diferencia entre real y predicho en 'Estructura de computadors' (Predicho: 6.86, Real: 9.00)"
2c6e19f95957f9b6a0010d882082dab3,Laboratori de programació,6.68484278800598,8.7," Alta diferencia entre real y predicho en 'Laboratori de programació' (Predicho: 6.68, Real: 8.70)"
2c6e19f95957f9b6a0010d882082dab3,Xarxes,4.779277901239394,7.2, Posible suspenso en 'Xarxes' (Predicho: 4.78)
89d36bcb4066ace2f7f04d8fc4ccb9f5,Arquitectura de computadors,4.736900222595362,4.5, Posible suspenso en 'Arquitectura de computadors' (Predicho: 4.74)
89d36bcb4066ace2f7f04d8fc4ccb9f5,Arquitectures avançades,4.8795886219261755,3.0, Posible suspenso en 'Arquitectures avançades' (Predicho: 4.88)
89d36bcb4066ace2f7f04d8fc4ccb9f5,Enginyeria del software,4.91769598603889,6.0, Posible suspenso en 'Enginyeria del software' (Predicho: 4.92)
89d36bcb4066ace2f7f04d8fc4ccb9f5,Gestió i administració de xarxes,4.8795886219261755,5.2, Posible suspenso en 'Gestió i administració de xarxes' (Predicho: 4.88)
89d36bcb4066ace2f7f04d8fc4ccb9f5,Informació i seguretat,4.6938108765821305,4.1, Posible suspenso en 'Informació i seguretat' (Predicho: 4.69)
89d36bcb4066ace2f7f04d8fc4ccb9f5,Laboratori de programació,4.897767030491262,6.6, Posible suspenso en 'Laboratori de programació' (Predicho: 4.90)
89d36bcb4066ace2f7f04d8fc4ccb9f5,Legislació,5.033421356809466,8.3," Alta diferencia entre real y predicho en 'Legislació' (Predicho: 5.03, Real: 8.30)"
89d36bcb4066ace2f7f04d8fc4ccb9f5,Metodologia de la programació,4.871039723508361,7.8, Posible suspenso en 'Metodologia de la programació' (Predicho: 4.87)
89d36bcb4066ace2f7f04d8fc4ccb9f5,Sistemes operatius,4.91769598603889,4.0, Posible suspenso en 'Sistemes operatius' (Predicho: 4.92)
89d36bcb4066ace2f7f04d8fc4ccb9f5,Tecnologies de desenvolupament per a internet i web,4.91769598603889,2.5, Posible suspenso en 'Tecnologies de desenvolupament per a internet i web' (Predicho: 4.92)
89d36bcb4066ace2f7f04d8fc4ccb9f5,Xarxes,4.358657301781373,4.0, Posible suspenso en 'Xarxes' (Predicho: 4.36)
53ea511add4b82f3a2cb00903d9c241b,Àlgebra,6.109615927125894,8.3," Alta diferencia entre real y predicho en 'Àlgebra' (Predicho: 6.11, Real: 8.30)"
53ea511add4b82f3a2cb00903d9c241b,Crèdits reconeguts,0.910639610395843,7.4, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.91)
53ea511add4b82f3a2cb00903d9c241b,Crèdits reconeguts,0.910639610395843,5.6, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.91)
